id,type,question,options,correctAnswer
251,single_choice,"The remuneration elements of an employees pay include the base pay, bonuses, gratuities, overtime, sick pay, and vacation allowances that the employee has earned during the pay period.","remuneration elements",0
252,single_choice,"The statutory and voluntary deductions include taxes (federal, state, local, Social Security, and Medicare), company loans, and benefit contributions.","statutory and voluntary deductions",0
253,single_choice,"Requirements are skills or abilities associated with a position, while qualifications are skills or abilities associated with a specific employee. Requirements and qualifications refer to the same concept from a different perspective.","requirements vs qualifications",0
254,single_choice,"A succession plan outlines the strategy for replacing key employees when they leave the company or move to another position within the company.","succession planning",0
255,true_false,"A process model can be as simple as a diagram with boxes and arrows or as complex as computer software that allows for process simulation.","True|False",0
256,true_false,"A graphical representation of the movement or flow of concrete or abstract items is a spreadsheet.","True|False",1
257,true_false,"The term process mapping is often used interchangeably with flowcharting","True|False",0
258,true_false,"An assessment of disparities between an organization's current situation and its long-term goals is known as a swimlane assessment.","True|False",1
259,true_false,"Process boundaries define which activities are to be included in the process.","True|False",0
260,true_false,"ERP software such as SAP has many business applications but none of them support business processes.","True|False",1
261,true_false,"In flowchart analysis, each activity in the process is analyzed for the value it adds to the product or service.","True|False",1
262,true_false,"Dynamic process modeling takes a basic process flowchart and puts it into motion, using computer simulation techniques to facilitate the evaluation of proposed process changes.","True|False",0
263,true_false,"Software programs that automate the execution of business processes and address all aspects of the process are called ERP Wizards.","True|False",1
264,true_false,"Organizational change management is a trivial part of the implementation process","True|False",1
265,single_choice,"A graphical representation of a business process is known best as a ____.","map|state diagram|flowchart|stack",2
266,single_choice,"When doing process mapping, one of the most important tasks is to define the ____. These define which activities are to be included in the process.","scales|process boundaries|legends|scopes",1
267,single_choice,"Beyond the simple tools of flowcharting, a helpful tool called ____ allows one to describe a business process in greater or less detail depending on the task at hand.","hierarchical modeling|drill down staging|detail focused charting|magnifying glass charting",0
268,single_choice,"A deployment flowchart is also known as a(n) ____.","event process chain flowchart|swimlane flowchart|ERP flowchart|best practices flowchart",1
269,single_choice,"In value analysis, which of the following activities should be eliminated?","Real value|Business value|No value|Value add",2
270,single_choice,"In value analysis, which of the following activities is defined as a value for which the customer is willing to pay?","Real value|Business value|No value|Value add",0
271,single_choice,"Which software programs automates the execution of business processes?","SAP Wizards|ASAP|Workflow tools|Swimlanes",2
272,single_choice,"Managing the human behavior aspects of organizational change is called organizational change management (OCM).","organizational change management",0
273,single_choice,"A common problem in ERP implementations is scope creep, which is the unplanned expansion of the projects goals and objectives. Scope creep causes the project to go over time and over budget and increases the risk of an unsuccessful implementation."," | | |scope creep",3
274,true_false,"A process model can be as simple as a diagram with boxes and arrows or as complex as computer software that allows for process simulation.","True|False",0
275,true_false,"A radio frequency identification device (RFID), which can be attached to products, is a small package (or tag) made up of a microprocessor and an antenna.","True|False",0
276,true_false,"Radio frequency identification device (RFID) tags can degrade in bad weather, and an employee must point an RFID reader directly at a RFID tag to read it.","True|False",1
277,true_false,"The major opportunity for radio frequency identification device (RFID) technology to reduce out-of-stock situations is not in the supply chain between the manufacturer and the storeroom at the individual store, but between the backroom stock area and the store shelves.","True|False",0
278,true_false,"Business intelligence (BI) is a term used to describe a range of different applications and technologies used to extract and analyze large amounts of data to aid in decision making.","True|False",0
279,true_false,"Business analytics is the concept of developing strategic goals for the organization and then gathering data to evaluate how the organization is performing in relation to those goals.","True|False",1
280,true_false,"Enterprise requirements planning is a relatively new term that describes the business and technology functions that manage information as a corporate asset.","True|False",1
281,true_false,"The SAP Enterprise Portal gives users complete access to all their work on a single screen, using links to connect users to all the major applications needed to perform their jobs.","True|False",0
282,true_false,"The combination of software tools that enables an organization's various systems and applications to communicate with other applications over the Internet is called Web services.","True|False",0
283,true_false,"SAP's Web services platform is DreamWeaver, which is a collection of components that support business transactions over the Internet by providing seamless connectivity of diverse applications through the Internet.","True|False",1
284,true_false,"Software as a service (SaaS) is a software delivery model in which a software product is hosted by a company on its servers and is accessed by customers via a Web browser.","True|False",0
285,single_choice,"Walmart has been on the leading edge of the move to integrate RFID technology into the supply chain. The major opportunity at this time for RFID technology is to reduce out-of-stock situations ____.","between the manufacturer and the storeroom at the individual store|between the manufacturer and the distribution centers|between the distribution centers and the storeroom at the individual store|between the backroom stock area and the store shelves",3
286,single_choice,"In an initial trial of radio frequency identification (RFID) tags on garments in 2007, American Apparel found that inventory shrinkage, a reduction in inventory, was 20 percent, double the retail industry average. The inventory shrinkage was a result of ____.","Employee theft|being soft on shoplifting|lax internal controls over shipping and delivery|all of the above",3
287,single_choice,"In the accompanying SAP Business Intelligence (BI) Framework figure, the center section represents the analytical capabilities of BI. In SAP's framework, analytic applications are ____.","a set of tools for exploration, analysis, and presentation that can be applied to a wide range of business questions|data analysis tools applied to specific industries, such as financial services, manufacturing, consumer products, retail, and utilities or to functional areas, such as supply chain management, finance, human resources, IT, and service, sales, and marketing|business and technology functions that manage information as a corporate asset|used to store the large volumes of data used in the analysis",1
288,single_choice,"In the accompanying SAP Business Intelligence (BI) Framework figure, the center section represents the analytical capabilities of BI. In SAP's framework, enterprise performance management is ____.","a set of tools for exploration, analysis, and presentation that can be applied to a wide range of business questions|the data analysis tools applied to specific industries, such as financial services, manufacturing, consumer products, retail, and utilities or to functional areas, such as supply chain management, finance, human resources, IT, and service, sales, and marketing|business and technology functions that manage information as a corporate asset|the concept of developing strategic goals for the organization and then gathering data to evaluate how the organization is performing in relation to those goals",3
289,single_choice,"In the accompanying SAP Business Intelligence (BI) Framework figure, the center section represents the analytical capabilities of BI. In SAP's framework, enterprise information management is a relatively new term that describes ____.","a set of tools for exploration, analysis, and presentation that can be applied to a wide range of business questions|data analysis tools applied to specific industries, such as financial services, manufacturing, consumer products, retail, and utilities or to functional areas, such as supply chain management, finance, human resources, IT, and service, sales, and marketing|business and technology functions that manage information as a corporate asset|the concept of developing strategic goals for the organization and then gathering data to evaluate how the organization is performing in relation to those goals",2
290,single_choice,"The primary performance measure for data storage systems is latency. Latency is defined as ____.","the time between when a request is made for data from a storage device and when the data is delivered|the time required for the BI system to finish analyzing specified data that is gathered|the difference between the time required to access data from memory and the time required to access data from a hard disk|the time between when the BI system finishes analyzing specified data and the time that resulting analysis is displayed on the monitor",0
291,single_choice,"What is the minimum acceptable rate of return on a project that a company will accept?","running rate|recount rate|hurdle rate|mortgage rate|None of the above",2
292,single_choice,"What is known as the combination of software tools that lets various programs within an organization communicate with other applications?","Web services|Internet hot links|Internet tie-ins|Binders",0
293,single_choice,"What is defined as the delivery of a software product to a user via the Internet?","Web services|Cloud computing|Mobile computing|Service-oriented computing",1
294,single_choice,"What is a way to figure out whether an investment is profitable, and to address the time value of money?","Exchange rate|Real-time business intelligence|Net present value (NPV)|Hurdle rate",2
295,single_choice,"Technologies such as radio frequency identification (RFID) and smartphones are fueling explosive growth in the amount of data available for businesses to process. This data can provide real business value, but the challenge is ____.","how to deliver the data to resources for analysis|how to store and protect the data against loss|how to manage and evaluate the data to gain business knowledge|All of the above",2
296,single_choice,"SAP is not the only ERP provider with in-memory capability. In February 2012, Oracle released its in-memory solution for business analytics called ____.","NetWeaver|Duet|Internet Transaction Service (ITS)|Exalytics",3
297,single_choice,"Which type of mobile device is being used more frequently to provide traffic information services that may use static sensors or traffic cameras to augment built-in maps (to avoid accidents and rush-hour traffic)?","GPS devices|Smartphones|PDAs|Netbooks",1
298,single_choice,"SAP's NetWeaver platform is a collection of modules. Which module gives users complete access to all their work on a single screen, using links to connect users to all the major applications needed to perform their jobs?","Enterprise Portal|Mobile Infrastructure|Master Data Management|Exchange Structure",0
299,single_choice,"On the left side of the accompanying SAP Business Intelligence (BI) Framework figure are the potential BI ____________________, which are growing both in number and in the volume of data produced. For example, Facebook, Twitter, and other social media applications can provide information on consumer reaction to new products.","data source",0
300,single_choice,"The technology that is becoming an increasingly efficient tool for tracking items through a supply chain is ______________________.","radio frequency identification RFID",0
301,single_choice,"Business intelligence (BI) is a term used to describe a range of different applications and technologies used to extract and analyze large amounts of data to aid in decision making, is also referred to as ______________________.","business analytics",0
302,single_choice,"Data stored in data warehouse servers usually consist of aggregated data - from an ERP system or other sources. To speed access to this data, the data in a data warehouse are structured as _____________________, which allow for relationships in the data to be analyzed quickly.","multidimensional data cubes",0
