id,type,question,options,correctAnswer
248,true_false,"Joint application development (JAD) provides a fast-track approach to a full spectrum of system development tasks, including planning, design, construction, and implementation.","True|False",1
249,true_false,"An agile approach emphasizes continuous feedback, and each incremental step is affected by what was learned in the prior steps.","True|False",0
250,true_false,"In a sequence diagram, vertical arrows represent messages from one object to another.","True|False",1
251,true_false,"The personal interview usually is the least expensive fact-finding technique.","True|False",1
252,true_false,"Greater user involvement usually results in better communication, faster development times, and more satisfied users.","True|False",0
253,true_false,"A popular user-oriented method is rapid application development (RAD), which resembles a condensed version of the entire SDLC, with users involved every step of the way.","True|False",0
254,true_false,"RAD does not rely on user involvement.","True|False",1
255,fill_blank,"In the rapid application development (RAD) model, during the _____ phase, users interact with systems analysts and develop models and prototypes that represent all system processes, outputs, and inputs.","","User Design"
256,fill_blank,"In the rapid application development (RAD) model, the _____ phase focuses on program and application development tasks similar to the SDLC.","","Construct"
257,fill_blank,"In the rapid application development (RAD) model, the _____ phase resembles the final tasks in the SDLC implementation phase.","","Cutover"
258,fill_blank,"The primary advantage of rapid application development (RAD) is that","","Systems can be developed more quickly with significant cost savings."
259,fill_blank,"In a(n) _____, team members prepare to lunge at each other to achieve their objectives.","","Scrum"
260,fill_blank,"Using _____, an analyst can show business functions and break them down into lower-level functions and processes.","","Functional Decomposition Diagrams (FDD)"
261,fill_blank,"The _____ is a top-down representation of a process.","","Functional Decomposition Diagram (FDD)"
262,fill_blank,"The _____ is a widely used method of visualizing and documenting software systems design.","","Unified Modeling Language (UML)"
263,fill_blank,"A _____ is a Unified Modeling Language (UML) technique that visually represents the interaction between users and an information system.","","Use Case Diagram"
264,fill_blank,"In a use case diagram, the user becomes a(n) _____, with a specific role that describes how he or she interacts with a system.","","Actor"
265,fill_blank,"A(n) _____ is a characteristic or feature that must be included in an information system to satisfy business needs and be acceptable to users.","","System Requirement"
266,fill_blank,"A(n) _____ shows the timing of interactions between objects as they occur.","","Sequence Diagram"
267,fill_blank,"To evaluate _____, a systems analyst needs information about projected future volume for all outputs, inputs, and processes.","","Scalability"
268,fill_blank,"The term ""_____"" refers to a system's ability to handle increased business volume and transactions in the future.","","Scalability"
269,fill_blank,"In addition to direct evaluations, systems developers must identify and document indirect expenses that contribute to the _____.","","Total Cost of Ownership (TCO)"
270,fill_blank,"_____ is a planned meeting during which a systems analyst obtains information from another person.","","An Interview"
271,fill_blank,"In a(n) _____ structure, which usually is based on interpersonal relationships, some people have more influence or knowledge than appears on an organization chart.","","Informal"
272,fill_blank,"In an interview, _____ encourage spontaneous and unstructured responses.","","Open-ended Questions"
273,fill_blank,"In an interview, _____ limit or restrict the response.","","Closed-ended Questions"
274,fill_blank,"In an interview, _____ are questions that ask a person to evaluate something by providing limited answers to specific responses or on a numeric scale.","","Range-of-Response Questions"
275,fill_blank,"When phrasing interview questions, a systems analyst should avoid _____ that suggest or favor a particular reply.","","Leading Questions"
276,fill_blank,"The process of concentrating on what is said in an interview and noticing any nonverbal communication that takes place is called _____.","","Engaged Listening"
277,fill_blank,"Supporters of neutral locations for interviews believe that it _____.","",". Keeps interruptions to a minimum so people can concentrate fully"
278,fill_blank,"If an interviewee gives only short or incomplete responses to open-ended questions, a systems analyst should _____.","","Switch to Closed-ended Questions"
279,fill_blank,"_____ can help a systems analyst understand how the current system is supposed to work.","","Document Review"
280,fill_blank,"When studying an information system, examples of actual documents should be collected using a process called _____.","","Sampling"
281,fill_blank,"When preparing a representative sample from a list of 200 customers who complained about errors in their statements, a _____ might select every tenth customer for review.","","Systematic Sample"
282,fill_blank,"When preparing a representative sample from a list of 200 customers who complained about errors in their statements, a _____ could ensure the sample is balanced geographically by selecting five customers from each of four zip codes.","","Stratified Sample"
283,fill_blank,"When preparing a representative sample from a list of 200 customers who complained about errors in their statements, a _____ might select any 20 customers.","","Random Sample"
284,fill_blank,"A common tool for showing the distribution of a questionnaire or sampling results is a vertical bar chart called a _____.","","Histogram"
285,fill_blank,"A(n) _____, such as Microsoft Outlook, includes a private calendar, a to-do list, and powerful contact management features.","","Personal information Manager (PIM)"
286,fill_blank,"Microsoft OneNote is a type of _____ software.","","Information Managment"
287,fill_blank,"To obtain answers to requirements questions, the analyst develops a _____ plan, which involves answers to five familiar questions: who, what, where, when, and how.","","Fact-Finding"
288,fill_blank,"As John develops the agenda, he wants to put the name of the appropriate person next to the agenda item. Whose name would he put next to the final task on the agenda, the task of documenting the results of the JAD","","His Own"
289,fill_blank,"John has finished compiling a list of the various members of the joint application development (JAD) group and the list is as follows: John is the JAD project leader, Tom is the representative from top management, Jennifer is a manager, Alen and Ian are users, Linda and Alex are systems analysts, and Clark is the recorder.There have been some rumblings within the firm that this development project is not necessary so John and others feel it is important to explain the reason for the project at the outset. Whose name goes next to this point on the agenda?","","Tom"
290,fill_blank,"John has finished compiling a list of the various members of the joint application development (JAD) group and the list is as follows: John is the JAD project leader, Tom is the representative from top management, Jennifer is a manager, Alen and Ian are users, Linda and Alex are systems analysts, and Clark is the recorder.Who should be in charge of documenting the results of the JAD session?","","Clark"
291,fill_blank,"John has finished compiling a list of the various members of the joint application development (JAD) group and the list is as follows: John is the JAD project leader, Tom is the representative from top management, Jennifer is a manager, Alen and Ian are users, Linda and Alex are systems analysts, and Clark is the recorder.Who should provide feedback regarding how the project will support day-to-day tasks?","","Ian"
292,fill_blank,"In projects where it is desirable to obtain input from a large number of people, a(n) _____ can be a valuable tool.","","Questionnaire"
293,fill_blank,"Which is a non-functional requirement?","","The system must be operational 7 days a week, 365 days a year."
294,fill_blank,"Which is a functional requirement?","","The contact managment system shall generate a daily reminder list for all sales representatives"
295,fill_blank,"Representing requirements deals with _____ the problem.","","Describing"
296,fill_blank,"Which technique involves each participant speaking or passing when it is his or her turn?","","Strunctured Brainstorming"
297,fill_blank,"A _____ (sometimes called an epic) is a simple, high-level statement of a requirement.","","Feature"
298,fill_blank,"What process is concerned with demonstrating that the requirements define the system that the customer really wants?","","Validation"
299,fill_blank,"A(n) _____ is a simple graphic organizer that helps systems analysts visualize the status of a project.","","Storyboard"
